Saison;DateMatch;Journee;Equipe;Competition;Lieu;Score
1982-83;;;Renaissance Sportive de Settat;Championnat;Domicile;0-0
1982-83;;;Sporting Club Chabab de Mohammu00e9dia;Championnat;Domicile;1-1
1982-83;;;Difaa Hassani Jadidi;Championnat;Domicile;1-1
1982-83;;;Mouloudia Club Oujda;Championnat;Domicile;1-0
1982-83;;;Ittihad Riadi Fkih Ben Salah;Championnat;Domicile;2-0
1982-83;;;Renaissance Sportive de Ku00e9nitra;Championnat;Domicile;1-1
1982-83;;;Raja Cercle Municipalitu00e9 d'Agadir;Championnat;Domicile;2-0
1982-83;;;Union Touarga Sport (Rabat);Championnat;Domicile;4-1
1982-83;;;Club Omnisports de Meknu00e8s;Championnat;Exterieur;1-1
1982-83;;;Raja Club Athletic (Casablanca);Championnat;Exterieur;1-1
1982-83;;;Ku00e9nitra Athlu00e9tic Club;Championnat;Exterieur;1-1
1982-83;;;AS Forces Armu00e9es Royales (Rabat);Championnat;Exterieur;4-1
1982-83;;;Fath Union Sport (Rabat);Championnat;Exterieur;1-1
1982-83;;;Renaissance Sportive de Settat;Championnat;Exterieur;0-1
1982-83;;;Sporting Club Chabab de Mohammu00e9dia;Championnat;Exterieur;0-2
1982-83;;;Difaa Hassani Jadidi;Championnat;Exterieur;1-1
1982-83;;;Mouloudia Club Oujda;Championnat;Exterieur;1-1
1982-83;;;Ittihad Riadi Fkih Ben Salah;Championnat;Exterieur;1-1
1982-83;;;Renaissance Sportive de Ku00e9nitra;Championnat;Exterieur;1-0
1982-83;;;Raja Cercle Municipalitu00e9 d'Agadir;Championnat;Exterieur;0-0
1982-83;;;Union Touarga Sport (Rabat);Championnat;Exterieur;2-1
1983-84;;;AS Forces Armu00e9es Royales (Rabat);Championnat;Exterieur;0-1
1983-84;;;Olympique Club de Khouribga;Championnat;Exterieur;1-1
1983-84;;;Raja Club Athletic (Casablanca);Championnat;Exterieur;1-3
1983-84;;;Club Omnisports de Meknu00e8s;Championnat;Exterieur;1-1
1983-84;;;AS Forces Armu00e9es Royales (Rabat);Championnat;Domicile;1-1
1983-84;;;Olympique Club de Khouribga;Championnat;Domicile;1-1
1983-84;;;Raja Club Athletic (Casablanca);Championnat;Domicile;2-2
1983-84;;;Club Omnisports de Meknu00e8s;Championnat;Domicile;0-0
1983-84;;;Maghreb Association Sportive (Fu00e8s);Championnat;Domicile;0-1
1983-84;;;Fath Union Sport (Rabat);Championnat;Domicile;0-1
1983-84;;;Mouloudia Club Oujda;Championnat;Domicile;1-0
1983-84;;;Difaa Hassani Jadidi;Championnat;Domicile;1-1
1983-84;;;Renaissance Sportive Berkane;Championnat;Domicile;1-0
1983-84;;;Renaissance Sportive de Settat;Championnat;Domicile;0-0
1983-84;;;Renaissance Sportive de Ku00e9nitra;Championnat;Domicile;2-0
1983-84;;;Ku00e9nitra Athlu00e9tic Club;Championnat;Domicile;2-1
1983-84;;;Union Sidi Kacem;Championnat;Domicile;2-1
1983-84;;;Ittihad Riadi Fkih Ben Salah;Championnat;Domicile;2-0
1983-84;;;Sporting Club Chabab de Mohammu00e9dia;Championnat;Domicile;1-0
1983-84;;;Maghreb Association Sportive (Fu00e8s);Championnat;Exterieur;1-0
1983-84;;;Fath Union Sport (Rabat);Championnat;Exterieur;0-2
1983-84;;;Mouloudia Club Oujda;Championnat;Exterieur;1-2
1983-84;;;Difaa Hassani Jadidi;Championnat;Exterieur;3-2
1983-84;;;Renaissance Sportive Berkane;Championnat;Exterieur;0-0
1983-84;;;Renaissance Sportive de Settat;Championnat;Exterieur;2-0
1983-84;;;Renaissance Sportive de Ku00e9nitra;Championnat;Exterieur;0-1
1983-84;;;Ku00e9nitra Athlu00e9tic Club;Championnat;Exterieur;0-0
1983-84;;;Union Sidi Kacem;Championnat;Exterieur;1-3
1983-84;;;Ittihad Riadi Fkih Ben Salah;Championnat;Exterieur;0-2
1983-84;;;Sporting Club Chabab de Mohammu00e9dia;Championnat;Exterieur;3-2
1984-85;;;Maghreb Association Sportive (Fu00e8s);Championnat;Exterieur;0-2
1984-85;;;Ku00e9nitra Athlu00e9tic Club;Championnat;Exterieur;0-1
1984-85;;;AS Forces Armu00e9es Royales (Rabat);Championnat;Exterieur;1-2
1984-85;;;Maghreb Association Sportive (Fu00e8s);Championnat;Domicile;1-1
1984-85;;;Ku00e9nitra Athlu00e9tic Club;Championnat;Domicile;0-0
1984-85;;;AS Forces Armu00e9es Royales (Rabat);Championnat;Domicile;1-1
1984-85;;;Mouloudia Club Oujda;Championnat;Domicile;0-0
1984-85;;;Raja Club Athletic (Casablanca);Championnat;Domicile;1-2
1984-85;;;Fath Union Sport (Rabat);Championnat;Domicile;2-0
1984-85;;;Club Omnisports de Meknu00e8s;Championnat;Domicile;3-0
1984-85;;;Association Sportive de Salu00e9;Championnat;Domicile;2-1
1984-85;;;Renaissance Sportive Berkane;Championnat;Domicile;3-1
1984-85;;;Difaa Hassani Jadidi;Championnat;Domicile;2-0
1984-85;;;Olympique Club de Khouribga;Championnat;Domicile;1-1
1984-85;;;Renaissance Sportive de Settat;Championnat;Domicile;1-0
1984-85;;;Renaissance Sportive de Ku00e9nitra;Championnat;Domicile;1-0
1984-85;;;Chabab Sakia El Hamra (Lau00e2youne);Championnat;Domicile;2-1
1984-85;;;Union Sidi Kacem;Championnat;Domicile;3-2
1984-85;;;Mouloudia Club Oujda;Championnat;Exterieur;0-1
1984-85;;;Raja Club Athletic (Casablanca);Championnat;Exterieur;0-2
1984-85;;;Fath Union Sport (Rabat);Championnat;Exterieur;3-1
1984-85;;;Club Omnisports de Meknu00e8s;Championnat;Exterieur;0-1
1984-85;;;Association Sportive de Salu00e9;Championnat;Exterieur;0-1
1984-85;;;Renaissance Sportive Berkane;Championnat;Exterieur;0-1
1984-85;;;Difaa Hassani Jadidi;Championnat;Exterieur;1-1
1984-85;;;Olympique Club de Khouribga;Championnat;Exterieur;2-0
1984-85;;;Renaissance Sportive de Settat;Championnat;Exterieur;2-0
1984-85;;;Renaissance Sportive de Ku00e9nitra;Championnat;Exterieur;0-1
1984-85;;;Chabab Sakia El Hamra (Lau00e2youne);Championnat;Exterieur;0-0
1984-85;;;Union Sidi Kacem;Championnat;Exterieur;1-0
1985-86;;;Raja Club Athletic (Casablanca);Championnat;Domicile;1-0
1985-86;;;AS Forces Armu00e9es Royales (Rabat);Championnat;Domicile;0-0
1985-86;;;Ku00e9nitra Athlu00e9tic Club;Championnat;Domicile;1-0
1985-86;;;Fath Union Sport (Rabat);Championnat;Domicile;1-0
1985-86;;;Maghreb Association Sportive (Fu00e8s);Championnat;Domicile;1-1
1985-86;;;Club Omnisports de Meknu00e8s;Championnat;Domicile;1-1
1985-86;;;Renaissance Sportive Berkane;Championnat;Domicile;0-0
1985-86;;;Association Sportive de Salu00e9;Championnat;Domicile;1-1
1985-86;;;Kawkab Athlu00e9tique Club de Marrakech;Championnat;Domicile;1-0
1985-86;;;Sporting Club Chabab Mohammu00e9dia;Championnat;Domicile;1-0
1985-86;;;Difaa Hassani Jadidi;Championnat;Domicile;3-0
1985-86;;;Union Sportive de Mohammu00e9dia;Championnat;Domicile;2-1
1985-86;;;Olympique Club de Khouribga;Championnat;Domicile;3-0
1985-86;;;Union Sidi Kacem;Championnat;Domicile;3-1
1985-86;;;Mouloudia Club Oujda;Championnat;Domicile;2-0
1985-86;;;Renaissance Sportive de Settat;Championnat;Domicile;1-0
1985-86;;;Renaissance Sportive de Ku00e9nitra;Championnat;Domicile;3-2
1985-86;;;Chabab Sakia El Hamra (Lau00e2youne);Championnat;Domicile;2-1
1985-86;;;Amal Club de Belksiri;Championnat;Domicile;5-0
1985-86;;;Raja Club Athletic (Casablanca);Championnat;Exterieur;1-1
1985-86;;;AS Forces Armu00e9es Royales (Rabat);Championnat;Exterieur;0-2
1985-86;;;Ku00e9nitra Athlu00e9tic Club;Championnat;Exterieur;1-0
1985-86;;;Fath Union Sport (Rabat);Championnat;Exterieur;2-1
1985-86;;;Maghreb Association Sportive (Fu00e8s);Championnat;Exterieur;0-1
1985-86;;;Club Omnisports de Meknu00e8s;Championnat;Exterieur;1-1
1985-86;;;Renaissance Sportive Berkane;Championnat;Exterieur;1-0
1985-86;;;Association Sportive de Salu00e9;Championnat;Exterieur;1-1
1985-86;;;Kawkab Athlu00e9tique Club de Marrakech;Championnat;Exterieur;2-0
1985-86;;;Sporting Club Chabab Mohammu00e9dia;Championnat;Exterieur;1-0
1985-86;;;Difaa Hassani Jadidi;Championnat;Exterieur;1-2
1985-86;;;Union Sportive de Mohammu00e9dia;Championnat;Exterieur;0-1
1985-86;;;Olympique Club de Khouribga;Championnat;Exterieur;1-0
1985-86;;;Union Sidi Kacem;Championnat;Exterieur;2-1
1985-86;;;Mouloudia Club Oujda;Championnat;Exterieur;1-3
1985-86;;;Renaissance Sportive de Settat;Championnat;Exterieur;1-1
1985-86;;;Renaissance Sportive de Ku00e9nitra;Championnat;Exterieur;4-1
1985-86;;;Chabab Sakia El Hamra (Lau00e2youne);Championnat;Exterieur;1-2
1985-86;;;Amal Club de Belksiri;Championnat;Exterieur;3-0
1987-88;;;Raja Club Athletic;Championnat;Exterieur;0-1
1987-88;;;Kawkab Athletic Club de Marrakech;Championnat;Exterieur;2-1
1987-88;;;Forces Armees Royales;Championnat;Exterieur;0-0
1987-88;;;Raja Club Athletic;Championnat;Domicile;1-0
1987-88;;;Kawkab Athletic Club de Marrakech;Championnat;Domicile;1-2
1987-88;;;Forces Armees Royales;Championnat;Domicile;0-0
1987-88;;;Union Sidi Kacem;Championnat;Domicile;5-0
1987-88;;;CLAS Casablanca;Championnat;Domicile;0-0
1987-88;;;Hilal Association de Nador;Championnat;Domicile;1-0
1987-88;;;Olympique Club de Khouribga;Championnat;Domicile;2-0
1987-88;;;Ittihad Riadi de Tanger;Championnat;Domicile;0-1
1987-88;;;Kenitra Athletic Club;Championnat;Domicile;3-0
1987-88;;;Forces Auxiliaires de Ben Slimane;Championnat;Domicile;2-1
1987-88;;;Fath Union Sport;Championnat;Domicile;3-1
1987-88;;;Maghreb Association Sportive;Championnat;Domicile;1-1
1987-88;;;Hassania Union Sport Agadir;Championnat;Domicile;2-2
1987-88;;;Renaissance Sportive de Settat;Championnat;Domicile;2-1
1987-88;;;Union Sportive Mohammedia;Championnat;Domicile;0-0
1987-88;;;Mouloudia Club Oujda;Championnat;Domicile;3-0
1987-88;;;Sporting Club Chabab de Mohammedia;Championnat;Domicile;3-0
1987-88;;;Union Sidi Kacem;Championnat;Exterieur;0-0
1987-88;;;CLAS Casablanca;Championnat;Exterieur;2-3
1987-88;;;Hilal Association de Nador;Championnat;Exterieur;1-2
1987-88;;;Olympique Club de Khouribga;Championnat;Exterieur;1-2
1987-88;;;Ittihad Riadi de Tanger;Championnat;Exterieur;1-0
1987-88;;;Kenitra Athletic Club;Championnat;Exterieur;1-0
1987-88;;;Forces Auxiliaires de Ben Slimane;Championnat;Exterieur;1-1
1987-88;;;Fath Union Sport;Championnat;Exterieur;0-2
1987-88;;;Maghreb Association Sportive;Championnat;Exterieur;0-2
1987-88;;;Hassania Union Sport Agadir;Championnat;Exterieur;0-4
1987-88;;;Renaissance Sportive de Settat;Championnat;Exterieur;1-1
1987-88;;;Union Sportive Mohammedia;Championnat;Exterieur;0-0
1987-88;;;Mouloudia Club Oujda;Championnat;Exterieur;2-1
1987-88;;;Sporting Club Chabab de Mohammedia;Championnat;Exterieur;0-1
1988-89;;;Kenitra Athletic Club;Championnat;Exterieur;0-1
1988-89;;;Ittihad Riadi de Tanger;Championnat;Exterieur;1-1
1988-89;;;Difaa Hassani Jadidi;Championnat;Exterieur;0-0
1988-89;;;Kenitra Athletic Club;Championnat;Domicile;1-0
1988-89;;;Ittihad Riadi de Tanger;Championnat;Domicile;1-1
1988-89;;;Difaa Hassani Jadidi;Championnat;Domicile;0-0
1988-89;;;Club Omnisport de Meknes;Championnat;Domicile;3-1
1988-89;;;Forces Armees Royales;Championnat;Domicile;0-0
1988-89;;;Hassania Union Sport Agadir;Championnat;Domicile;1-1
1988-89;;;Kawkab Athletic Club de Marrakech;Championnat;Domicile;3-1
1988-89;;;Fath Union Sport;Championnat;Domicile;1-0
1988-89;;;Maghreb Association Sportive;Championnat;Domicile;2-0
1988-89;;;Raja Club Athletic;Championnat;Domicile;3-1
1988-89;;;Olympique Club de Khouribga;Championnat;Domicile;1-0
1988-89;;;Hilal Association de Nador;Championnat;Domicile;6-1
1988-89;;;Forces Auxiliaires de Ben Slimane;Championnat;Domicile;0-0
1988-89;;;CLAS Casablanca;Championnat;Domicile;0-2
1988-89;;;Union Sidi Kacem;Championnat;Domicile;2-2
1988-89;;;Club Omnisport de Meknes;Championnat;Exterieur;2-0
1988-89;;;Forces Armees Royales;Championnat;Exterieur;0-1
1988-89;;;Hassania Union Sport Agadir;Championnat;Exterieur;0-1
1988-89;;;Kawkab Athletic Club de Marrakech;Championnat;Exterieur;0-0
1988-89;;;Fath Union Sport;Championnat;Exterieur;0-1
1988-89;;;Maghreb Association Sportive;Championnat;Exterieur;1-2
1988-89;;;Raja Club Athletic;Championnat;Exterieur;1-0
1988-89;;;Olympique Club de Khouribga;Championnat;Exterieur;0-1
1988-89;;;Hilal Association de Nador;Championnat;Exterieur;1-1
1988-89;;;Forces Auxiliaires de Ben Slimane;Championnat;Exterieur;1-2
1988-89;;;CLAS Casablanca;Championnat;Exterieur;2-0
1988-89;;;Union Sidi Kacem;Championnat;Exterieur;2-2
1989-90;;;Wydad Athletic Club;Championnat;Domicile;2-0
1989-90;;;Ittihad Riadi de Tanger;Championnat;Domicile;1-1
1989-90;;;Kawkab Athletic Club de Marrakech;Championnat;Domicile;1-1
1989-90;;;Olympique Club de Khouribga;Championnat;Domicile;2-1
1989-90;;;Raja Club Athletic;Championnat;Domicile;4-1
1989-90;;;Renaissance Sportive de Settat;Championnat;Domicile;1-0
1989-90;;;Forces Armees Royales;Championnat;Domicile;2-2
1989-90;;;Kenitra Athletic Club;Championnat;Domicile;2-0
1989-90;;;Difaa Hassani Jadidi;Championnat;Domicile;5-1
1989-90;;;Union Sidi Kacem;Championnat;Domicile;1-1
1989-90;;;CLAS Casablanca;Championnat;Domicile;0-1
1989-90;;;Hassania Union Sport Agadir;Championnat;Domicile;2-0
1989-90;;;Maghreb Association Sportive;Championnat;Domicile;4-0
1989-90;;;Fath Union Sport;Championnat;Domicile;1-0
1989-90;;;Wydad Athletic de Fes;Championnat;Domicile;5-0
1989-90;;;Ittihad Riadi de Tanger;Championnat;Exterieur;0-0
1989-90;;;Kawkab Athletic Club de Marrakech;Championnat;Exterieur;1-2
1989-90;;;Olympique Club de Khouribga;Championnat;Exterieur;1-1
1989-90;;;Raja Club Athletic;Championnat;Exterieur;1-0
1989-90;;;Renaissance Sportive de Settat;Championnat;Exterieur;1-1
1989-90;;;Forces Armees Royales;Championnat;Exterieur;0-3
1989-90;;;Kenitra Athletic Club;Championnat;Exterieur;0-0
1989-90;;;Difaa Hassani Jadidi;Championnat;Exterieur;1-1
1989-90;;;Union Sidi Kacem;Championnat;Exterieur;3-0
1989-90;;;CLASS;Championnat;Exterieur;1-0
1989-90;;;HUSAA;Championnat;Exterieur;1-1
1989-90;;;Maghreb Association Sportive;Championnat;Exterieur;1-1
1989-90;;;Fath Union Sport;Championnat;Exterieur;0-0
1989-90;;;Wydad Athletic de Fes;Championnat;Exterieur;0-0
1989-90;;;Forces Auxiliaires de Ben Slimane;Championnat;Exterieur;1-0
1990-91;;;Forces Armees Royales;Championnat;Domicile;3-1
1990-91;;;Kenitra Athletic Club;Championnat;Domicile;1-0
1990-91;;;Olympique Club de Khouribga;Championnat;Domicile;1-0
1990-91;;;Ittihad Riadi de Tanger;Championnat;Domicile;1-0
1990-91;;;Kawkab Athletic Club de Marrakech;Championnat;Domicile;1-0
1990-91;;;Renaissance Sportive de Settat;Championnat;Domicile;1-0
1990-91;;;Fath Union Sport;Championnat;Domicile;2-1
1990-91;;;Raja Club Athletic;Championnat;Domicile;0-1
1990-91;;;Maghreb Association Sportive;Championnat;Domicile;3-0
1990-91;;;CLAS Casablanca;Championnat;Domicile;2-1
1990-91;;;Hassania Union Sport Agadir;Championnat;Domicile;1-0
1990-91;;;Difaa Hassani Jadidi;Championnat;Domicile;3-2
1990-91;;;Tihad Athletic Sport;Championnat;Domicile;1-0
1990-91;;;Union Sidi Kacem;Championnat;Domicile;2-0
1990-91;;;Moghreb Athletic de Tetouan;Championnat;Domicile;3-0
1990-91;;;Forces Armees Royales;Championnat;Exterieur;1-0
1990-91;;;Kenitra Athletic Club;Championnat;Exterieur;1-3
1990-91;;;Olympique Club de Khouribga;Championnat;Exterieur;0-4
1990-91;;;Ittihad Riadi de Tanger;Championnat;Exterieur;1-1
1990-91;;;Kawkab Athletic Club de Marrakech;Championnat;Exterieur;1-0
1990-91;;;Renaissance Sportive de Settat;Championnat;Exterieur;1-2
1990-91;;;Fath Union Sport;Championnat;Exterieur;0-0
1990-91;;;Raja Club Athletic;Championnat;Exterieur;1-1
1990-91;;;Maghreb Association Sportive;Championnat;Exterieur;0-0
1990-91;;;CLAS Casablanca;Championnat;Exterieur;1-0
1990-91;;;Hassania Union Sport Agadir;Championnat;Exterieur;1-1
1990-91;;;Difaa Hassani Jadidi;Championnat;Exterieur;0-1
1990-91;;;Tihad Athletic Sport;Championnat;Exterieur;0-0
1990-91;;;Union Sidi Kacem;Championnat;Exterieur;1-2
1990-91;;;Moghreb Athletic de Tetouan;Championnat;Exterieur;1-0
1991-92;;;Kawkab Athletic Club de Marrakech;Championnat;Exterieur;1-1
1991-92;;;Raja Club Athletic;Championnat;Exterieur;1-1
1991-92;;;Kawkab Athletic Club de Marrakech;Championnat;Domicile;0-0
1991-92;;;Raja Club Athletic;Championnat;Domicile;1-0
1991-92;;;Maghreb Association Sportive;Championnat;Domicile;1-1
1991-92;;;Forces Armees Royales;Championnat;Domicile;0-0
1991-92;;;Club Olympique de Casablanca;Championnat;Domicile;0-0
1991-92;;;Difaa Hassani Jadidi;Championnat;Domicile;1-2
1991-92;;;Kenitra Athletic Club;Championnat;Domicile;2-0
1991-92;;;Raja Beni Mellal;Championnat;Domicile;0-1
1991-92;;;Hassania Union Sport Agadir;Championnat;Domicile;2-0
1991-92;;;Olympique Club de Khouribga;Championnat;Domicile;0-0
1991-92;;;Renaissance Sportive de Settat;Championnat;Domicile;2-2
1991-92;;;Ittihad Riadi de Tanger;Championnat;Domicile;3-1
1991-92;;;Fath Union Sport;Championnat;Domicile;1-0
1991-92;;;Tihad Athletic Sport;Championnat;Domicile;2-1
1991-92;;;Union Sportive Musulmane d Oujda;Championnat;Domicile;3-0
1991-92;;;Maghreb Association Sportive;Championnat;Exterieur;0-2
1991-92;;;Forces Armees Royales;Championnat;Exterieur;2-2
1991-92;;;Club Olympique de Casablanca;Championnat;Exterieur;0-1
1991-92;;;Difaa Hassani Jadidi;Championnat;Exterieur;1-0
1991-92;;;Kenitra Athletic Club;Championnat;Exterieur;0-1
1991-92;;;Raja Beni Mellal;Championnat;Exterieur;2-0
1991-92;;;Hassania Union Sport Agadir;Championnat;Exterieur;3-0
1991-92;;;Olympique Club de Khouribga;Championnat;Exterieur;2-0
1991-92;;;Renaissance Sportive de Settat;Championnat;Exterieur;0-1
1991-92;;;Ittihad Riadi de Tanger;Championnat;Exterieur;2-0
1991-92;;;Fath Union Sport;Championnat;Exterieur;0-0
1991-92;;;Tihad Athletic Sport;Championnat;Exterieur;0-0
1991-92;;;Union Sportive Musulmane d Oujda;Championnat;Exterieur;0-1
1992-93;;;Raja Club Athletic;Championnat;Domicile;2-2
1992-93;;;Renaissance Sportive de Settat;Championnat;Domicile;3-0
1992-93;;;Olympique Casablanca;Championnat;Domicile;3-0
1992-93;;;Ittihad Riadi de Tanger;Championnat;Domicile;0-0
1992-93;;;Forces Armees Royales;Championnat;Domicile;2-0
1992-93;;;Hassania Union Sport Agadir;Championnat;Domicile;3-2
1992-93;;;Olympique Club de Khouribga;Championnat;Domicile;1-0
1992-93;;;Fath Union Sport;Championnat;Domicile;1-0
1992-93;;;Mouloudia Club Oujda;Championnat;Domicile;3-1
1992-93;;;Kawkab Athletic Club de Marrakech;Championnat;Domicile;0-1
1992-93;;;Maghreb Association Sportive;Championnat;Domicile;2-0
1992-93;;;Kenitra Athletic Club;Championnat;Domicile;0-0
1992-93;;;Club Rachad Bernoussi;Championnat;Domicile;2-1
1992-93;;;Difaa Hassani Jadidi;Championnat;Domicile;2-0
1992-93;;;Raja Beni Mellal;Championnat;Domicile;6-1
1992-93;;;Raja Club Athletic;Championnat;Exterieur;2-1
1992-93;;;Renaissance Sportive de Settat;Championnat;Exterieur;0-1
1992-93;;;Olympique Casablanca;Championnat;Exterieur;1-1
1992-93;;;Ittihad Riadi de Tanger;Championnat;Exterieur;1-1
1992-93;;;Forces Armees Royales;Championnat;Exterieur;1-1
1992-93;;;Hassania Union Sport Agadir;Championnat;Exterieur;2-2
1992-93;;;Olympique Club de Khouribga;Championnat;Exterieur;2-0
1992-93;;;Fath Union Sport;Championnat;Exterieur;2-2
1992-93;;;Mouloudia Club Oujda;Championnat;Exterieur;3-2
1992-93;;;Kawkab Athletic Club de Marrakech;Championnat;Exterieur;1-1
1992-93;;;Maghreb Association Sportive;Championnat;Exterieur;0-2
1992-93;;;Kenitra Athletic Club;Championnat;Exterieur;0-4
1992-93;;;Club Rachad Bernoussi;Championnat;Exterieur;1-1
1992-93;;;Difaa Hassani Jadidi;Championnat;Exterieur;1-0
1992-93;;;Raja Beni Mellal;Championnat;Exterieur;4-2
1993-94;;;Olympique Casablanca;Championnat;Exterieur;0-0
1993-94;;;Olympique Casablanca;Championnat;Domicile;1-1
1993-94;;;Raja Club Athletic;Championnat;Domicile;0-0
1993-94;;;Kawkab Athletic Club de Marrakech;Championnat;Domicile;0-0
1993-94;;;Forces Armees Royales;Championnat;Domicile;2-2
1993-94;;;Mouloudia Club Oujda;Championnat;Domicile;0-0
1993-94;;;Fath Union Sport;Championnat;Domicile;1-1
1993-94;;;Renaissance Sportive de Settat;Championnat;Domicile;2-2
1993-94;;;Kenitra Athletic Club;Championnat;Domicile;2-2
1993-94;;;Maghreb Association Sportive;Championnat;Domicile;3-0
1993-94;;;Sporting Club Chabab de Mohammedia;Championnat;Domicile;0-1
1993-94;;;Hassania Union Sport Agadir;Championnat;Domicile;1-0
1993-94;;;Ittihad Riadi de Tanger;Championnat;Domicile;6-1
1993-94;;;Olympique Club de Khouribga;Championnat;Domicile;1-0
1993-94;;;Union Sidi Kacem;Championnat;Domicile;4-0
1993-94;;;Club Rachad Bernoussi;Championnat;Domicile;1-0
1993-94;;;Raja Club Athletic;Championnat;Exterieur;0-1
1993-94;;;Kawkab Athletic Club de Marrakech;Championnat;Exterieur;1-2
1993-94;;;Forces Armees Royales;Championnat;Exterieur;2-2
1993-94;;;Mouloudia Club Oujda;Championnat;Exterieur;1-1
1993-94;;;Fath Union Sport;Championnat;Exterieur;1-0
1993-94;;;Renaissance Sportive de Settat;Championnat;Exterieur;2-0
1993-94;;;Kenitra Athletic Club;Championnat;Exterieur;0-0
1993-94;;;Maghreb Association Sportive;Championnat;Exterieur;0-1
1993-94;;;Sporting Club Chabab de Mohammedia;Championnat;Exterieur;0-0
1993-94;;;Hassania Union Sport Agadir;Championnat;Exterieur;4-0
1993-94;;;Ittihad Riadi de Tanger;Championnat;Exterieur;2-1
1993-94;;;Olympique Club de Khouribga;Championnat;Exterieur;1-1
1993-94;;;Union Sidi Kacem;Championnat;Exterieur;0-1
1993-94;;;Club Rachad Bernoussi;Championnat;Exterieur;4-0
1994-95;;;Club Omnisport de Meknes;Championnat;Exterieur;0-1
1994-95;;;Olympique Casablanca;Championnat;Exterieur;2-0
1994-95;;;Forces Armees Royales;Championnat;Exterieur;1-1
1994-95;;;Kawkab Athletic Club de Marrakech;Championnat;Exterieur;0-1
1994-95;;;Ittihad Riadi de Tanger;Championnat;Exterieur;0-0
1994-95;;;Club Omnisport de Meknes;Championnat;Domicile;1-1
1994-95;;;Olympique Casablanca;Championnat;Domicile;2-1
1994-95;;;Forces Armees Royales;Championnat;Domicile;3-1
1994-95;;;Kawkab Athletic Club de Marrakech;Championnat;Domicile;0-0
1994-95;;;Ittihad Riadi de Tanger;Championnat;Domicile;1-0
1994-95;;;Raja Club Athletic;Championnat;Domicile;0-1
1994-95;;;Maghreb Association Sportive;Championnat;Domicile;1-0
1994-95;;;Mouloudia Club Oujda;Championnat;Domicile;1-0
1994-95;;;Renaissance Sportive de Settat;Championnat;Domicile;0-1
1994-95;;;Credit Agricole Rabat;Championnat;Domicile;1-0
1994-95;;;Forces Auxiliaires de Ben Slimane;Championnat;Domicile;2-0
1994-95;;;Difaa Hassani Jadidi;Championnat;Domicile;0-0
1994-95;;;Sporting Club Chabab de Mohammedia;Championnat;Domicile;0-1
1994-95;;;Kenitra Athletic Club;Championnat;Domicile;1-1
1994-95;;;Fath Union Sport;Championnat;Domicile;1-0
1994-95;;;Raja Club Athletic;Championnat;Exterieur;2-1
1994-95;;;Maghreb Association Sportive;Championnat;Exterieur;0-0
1994-95;;;Mouloudia Club Oujda;Championnat;Exterieur;1-0
1994-95;;;Renaissance Sportive de Settat;Championnat;Exterieur;0-3
1994-95;;;Credit Agricole Rabat;Championnat;Exterieur;0-0
1994-95;;;Forces Auxiliaires de Ben Slimane;Championnat;Exterieur;1-1
1994-95;;;Difaa Hassani Jadidi;Championnat;Exterieur;0-0
1994-95;;;Sporting Club Chabab de Mohammedia;Championnat;Exterieur;1-1
1994-95;;;Kenitra Athletic Club;Championnat;Exterieur;0-0
1994-95;;;Fath Union Sport;Championnat;Exterieur;2-2
1995-96;;1;Renaissance Sportive de Settat;Championnat;Domicile;2-0
1995-96;;2;Union Sidi Kacem;Championnat;Exterieur;1-1
1995-96;;3;Sporting Athletic de Sale;Championnat;Domicile;2-3
1995-96;;4;Kawkab Athletic Club de Marrakech;Championnat;Exterieur;0-0
1995-96;;5;Club Omnisport de Meknes;Championnat;Exterieur;1-1
1995-96;;6;Ittihad Riadi de Tanger;Championnat;Domicile;0-0
1995-96;;7;Difaa Hassani Jadidi;Championnat;Exterieur;1-0
1995-96;;8;Sporting Club Chabab de Mohammedia;Championnat;Domicile;0-1
1995-96;;9;Olympique Club de Khouribga;Championnat;Exterieur;0-1
1995-96;;10;Forces Armees Royales;Championnat;Domicile;0-0
1995-96;;11;Jeunesse Sportive Massira;Championnat;Exterieur;0-2
1995-96;;12;Raja Club Athletic;Championnat;Domicile;0-3
1995-96;;13;Moghreb Athletic de Tetouan;Championnat;Exterieur;0-1
1995-96;;14;Mouloudia Club Oujda;Championnat;Domicile;0-0
1995-96;;15;Tihad Sportif Casablanca;Championnat;Exterieur;3-1
1995-96;;16;Renaissance Sportive de Settat;Championnat;Exterieur;2-1
1995-96;;17;Union Sidi Kacem;Championnat;Domicile;4-2
1995-96;;18;Sporting Athletic de Sale;Championnat;Exterieur;1-2
1995-96;;19;Kawkab Athletic Club de Marrakech;Championnat;Domicile;2-1
1995-96;;20;Club Omnisport de Meknes;Championnat;Domicile;1-1
1995-96;;21;Ittihad Riadi de Tanger;Championnat;Exterieur;2-0
1995-96;;22;Difaa Hassani Jadidi;Championnat;Domicile;1-2
1995-96;;23;Sporting Club Chabab de Mohammedia;Championnat;Exterieur;1-1
1995-96;;24;Olympique Club de Khouribga;Championnat;Domicile;3-0
1995-96;;25;Forces Armees Royales;Championnat;Exterieur;3-0
1995-96;;26;Jeunesse Sportive Massira;Championnat;Domicile;3-2
1995-96;;27;Raja Club Athletic;Championnat;Exterieur;1-0
1995-96;;28;Moghreb Athletic de Tetouan;Championnat;Domicile;0-1
