saison;dateMatch;Journee;adversaire;lieu;Joueur;Titulaire;Minutes;Buts;CartonJaune;CartonRouge;TAB_Marque;TAB_Rate
2018/19;2019-05-04;Demi-finale;Sundowns / AFS;Extérieur;Z. El-Moutaraji;Tit.;55;0.0;0.0;0.0;0;0
2018/19;2019-05-04;Demi-finale;Sundowns / AFS;Extérieur;M. Babatunde;Remp.;35;0.0;0.0;0.0;0;0
2018/19;2019-05-04;Demi-finale;Sundowns / AFS;Extérieur;A. El Hassouni;Remp.;4;0.0;0.0;0.0;0;0
2018/19;2019-05-04;Demi-finale;Sundowns / AFS;Extérieur;B. Gadarine;Remp.;4;0.0;0.0;0.0;0;0
2018/19;2019-05-24;Finale;EST;Domicile;A. R. Tagnaouti;Tit.;90;0.0;0.0;0.0;0;0
2018/19;2019-05-24;Finale;EST;Domicile;A. El Amloud;Tit.;77;0.0;0.0;0.0;0;0
2018/19;2019-05-24;Finale;EST;Domicile;A. Dari;Tit.;90;0.0;1.0;0.0;0;0
2018/19;2019-05-24;Finale;EST;Domicile;C.I. Comara;Tit.;90;1.0;0.0;0.0;0;0
2018/19;2019-05-24;Finale;EST;Domicile;A. Noussair;Tit.;90;0.0;0.0;0.0;0;0
2018/19;2019-05-24;Finale;EST;Domicile;S. Saidi;Tit.;90;0.0;0.0;0.0;0;0
2018/19;2019-05-24;Finale;EST;Domicile;B. Nekkach;Tit.;90;0.0;1.0;1.0;0;0
2018/19;2019-05-24;Finale;EST;Domicile;M. Ounajem;Tit.;90;0.0;0.0;0.0;0;0
2018/19;2019-05-24;Finale;EST;Domicile;I. Haddad;Tit.;90;0.0;0.0;0.0;0;0
2018/19;2019-05-24;Finale;EST;Domicile;W. El Karti;Tit.;62;0.0;0.0;0.0;0;0
2018/19;2019-05-24;Finale;EST;Domicile;M. Babatunde;Tit.;62;0.0;0.0;0.0;0;0
2018/19;2019-05-24;Finale;EST;Domicile;B. Gadarine;Remp.;13;0.0;0.0;0.0;0;0
2018/19;2019-05-24;Finale;EST;Domicile;Y. Jabrane;Remp.;28;0.0;0.0;0.0;0;0
2018/19;2019-05-24;Finale;EST;Domicile;A. El Hassouni;Remp.;28;0.0;1.0;0.0;0;0
2018/19;2019-05-31;Finale;EST;Extérieur;A. R. Tagnaouti;Tit.;59;0.0;0.0;0.0;0;0
2018/19;2019-05-31;Finale;EST;Extérieur;A. El Amloud;Tit.;59;0.0;0.0;0.0;0;0
2018/19;2019-05-31;Finale;EST;Extérieur;M. Nahiri;Tit.;59;0.0;0.0;0.0;0;0
2018/19;2019-05-31;Finale;EST;Extérieur;C.I. Comara;Tit.;59;0.0;0.0;0.0;0;0
2018/19;2019-05-31;Finale;EST;Extérieur;A. Noussair;Tit.;59;0.0;0.0;0.0;0;0
2018/19;2019-05-31;Finale;EST;Extérieur;S. Saidi;Tit.;59;0.0;0.0;0.0;0;0
2018/19;2019-05-31;Finale;EST;Extérieur;Y. Jabrane;Tit.;59;0.0;0.0;0.0;0;0
2018/19;2019-05-31;Finale;EST;Extérieur;W. El Karti;Tit.;59;0.0;0.0;0.0;0;0
2018/19;2019-05-31;Finale;EST;Extérieur;I. Haddad;Tit.;59;0.0;0.0;0.0;0;0
2018/19;2019-05-31;Finale;EST;Extérieur;B. Aouk;Tit.;59;0.0;0.0;0.0;0;0
2018/19;2019-05-31;Finale;EST;Extérieur;A. El Hassouni;Tit.;59;0.0;0.0;0.0;0;0
2019/20;2019-09-15;Deuxième tour;FC Naoudhibou - Mauritanie;Extérieur;A. R. Tagnaouti;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2019-09-15;Deuxième tour;FC Naoudhibou - Mauritanie;Extérieur;C.I. Comara;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2019-09-15;Deuxième tour;FC Naoudhibou - Mauritanie;Extérieur;A. Dari;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2019-09-15;Deuxième tour;FC Naoudhibou - Mauritanie;Extérieur;M. Nahiri;Tit.;90;1.0;0.0;0.0;0;0
2019/20;2019-09-15;Deuxième tour;FC Naoudhibou - Mauritanie;Extérieur;A. Noussair;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2019-09-15;Deuxième tour;FC Naoudhibou - Mauritanie;Extérieur;Y. Jabrane;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2019-09-15;Deuxième tour;FC Naoudhibou - Mauritanie;Extérieur;W. El Karti;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2019-09-15;Deuxième tour;FC Naoudhibou - Mauritanie;Extérieur;M. Babatunde;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2019-09-15;Deuxième tour;FC Naoudhibou - Mauritanie;Extérieur;A. El Hassouni;Tit.;66;0.0;0.0;0.0;0;0
2019/20;2019-09-15;Deuxième tour;FC Naoudhibou - Mauritanie;Extérieur;Z. El-Moutaraji;Tit.;61;0.0;0.0;0.0;0;0
2019/20;2019-09-15;Deuxième tour;FC Naoudhibou - Mauritanie;Extérieur;B. Aouk;Tit.;78;0.0;0.0;0.0;0;0
2019/20;2019-09-15;Deuxième tour;FC Naoudhibou - Mauritanie;Extérieur;I. Haddad;Remp.;29;1.0;0.0;0.0;0;0
2019/20;2019-09-15;Deuxième tour;FC Naoudhibou - Mauritanie;Extérieur;A. Asbahi;Remp.;24;0.0;0.0;0.0;0;0
2019/20;2019-09-15;Deuxième tour;FC Naoudhibou - Mauritanie;Extérieur;A. Tighazoui;Remp.;12;0.0;0.0;0.0;0;0
2019/20;2019-09-29;Deuxième tour;FC Naoudhibou - Mauritanie;Domicile;A. R. Tagnaouti;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2019-09-29;Deuxième tour;FC Naoudhibou - Mauritanie;Domicile;M. Nahiri;Tit.;90;1.0;0.0;0.0;0;0
2019/20;2019-09-29;Deuxième tour;FC Naoudhibou - Mauritanie;Domicile;C.I. Comara;Tit.;48;0.0;0.0;0.0;0;0
2019/20;2019-09-29;Deuxième tour;FC Naoudhibou - Mauritanie;Domicile;A. Dari;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2019-09-29;Deuxième tour;FC Naoudhibou - Mauritanie;Domicile;A. Noussair;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2019-09-29;Deuxième tour;FC Naoudhibou - Mauritanie;Domicile;S. Saidi;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2019-09-29;Deuxième tour;FC Naoudhibou - Mauritanie;Domicile;B. Nekkach;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2019-09-29;Deuxième tour;FC Naoudhibou - Mauritanie;Domicile;I. Haddad;Tit.;69;1.0;0.0;0.0;0;0
2019/20;2019-09-29;Deuxième tour;FC Naoudhibou - Mauritanie;Domicile;B. Aouk;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2019-09-29;Deuxième tour;FC Naoudhibou - Mauritanie;Domicile;A. El Hassouni;Tit.;56;1.0;0.0;0.0;0;0
2019/20;2019-09-29;Deuxième tour;FC Naoudhibou - Mauritanie;Domicile;A. El Kaabi;Tit.;90;1.0;0.0;0.0;0;0
2019/20;2019-09-29;Deuxième tour;FC Naoudhibou - Mauritanie;Domicile;A. El Amloud;Remp.;42;0.0;0.0;0.0;0;0
2019/20;2019-09-29;Deuxième tour;FC Naoudhibou - Mauritanie;Domicile;M. Babatunde;Remp.;34;0.0;0.0;0.0;0;0
2019/20;2019-09-29;Deuxième tour;FC Naoudhibou - Mauritanie;Domicile;Z. El-Moutaraji;Remp.;21;0.0;0.0;0.0;0;0
2019/20;2019-11-30;Phase de poules;USMA - Algérie;Extérieur;A. R. Tagnaouti;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2019-11-30;Phase de poules;USMA - Algérie;Extérieur;B. Gadarine;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2019-11-30;Phase de poules;USMA - Algérie;Extérieur;C.I. Comara;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2019-11-30;Phase de poules;USMA - Algérie;Extérieur;A. Dari;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2019-11-30;Phase de poules;USMA - Algérie;Extérieur;A. El Amloud;Tit.;90;0.0;1.0;0.0;0;0
2019/20;2019-11-30;Phase de poules;USMA - Algérie;Extérieur;A. Tighazoui;Tit.;62;0.0;0.0;0.0;0;0
2019/20;2019-11-30;Phase de poules;USMA - Algérie;Extérieur;Y. Jabrane;Tit.;90;0.0;1.0;0.0;0;0
2019/20;2019-11-30;Phase de poules;USMA - Algérie;Extérieur;B. Nekkach;Tit.;53;0.0;0.0;0.0;0;0
2019/20;2019-11-30;Phase de poules;USMA - Algérie;Extérieur;B. Aouk;Tit.;90;1.0;0.0;0.0;0;0
2019/20;2019-11-30;Phase de poules;USMA - Algérie;Extérieur;A. El Hassouni;Tit.;78;0.0;0.0;0.0;0;0
2019/20;2019-11-30;Phase de poules;USMA - Algérie;Extérieur;A. El Kaabi;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2019-11-30;Phase de poules;USMA - Algérie;Extérieur;W. El Karti;Remp.;37;0.0;0.0;0.0;0;0
2019/20;2019-11-30;Phase de poules;USMA - Algérie;Extérieur;M. Babatunde;Remp.;28;0.0;0.0;0.0;0;0
2019/20;2019-11-30;Phase de poules;USMA - Algérie;Extérieur;G. Ouguechiguo;Remp.;12;0.0;0.0;0.0;0;0
2019/20;2019-12-07;Phase de poules;Sundowns / AFS;Domicile;A. R. Tagnaouti;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2019-12-07;Phase de poules;Sundowns / AFS;Domicile;A. Noussair;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2019-12-07;Phase de poules;Sundowns / AFS;Domicile;A. Dari;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2019-12-07;Phase de poules;Sundowns / AFS;Domicile;C.I. Comara;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2019-12-07;Phase de poules;Sundowns / AFS;Domicile;A. El Amloud;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2019-12-07;Phase de poules;Sundowns / AFS;Domicile;B. Aouk;Tit.;90;0.0;1.0;0.0;0;0
2019/20;2019-12-07;Phase de poules;Sundowns / AFS;Domicile;Y. Jabrane;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2019-12-07;Phase de poules;Sundowns / AFS;Domicile;W. El Karti;Tit.;78;0.0;0.0;0.0;0;0
2019/20;2019-12-07;Phase de poules;Sundowns / AFS;Domicile;I. Haddad;Tit.;57;0.0;0.0;0.0;0;0
2019/20;2019-12-07;Phase de poules;Sundowns / AFS;Domicile;A. El Hassouni;Tit.;67;0.0;0.0;0.0;0;0
2019/20;2019-12-07;Phase de poules;Sundowns / AFS;Domicile;A. El Kaabi;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2019-12-07;Phase de poules;Sundowns / AFS;Domicile;B. Gadarine;Remp.;33;0.0;1.0;0.0;0;0
2019/20;2019-12-07;Phase de poules;Sundowns / AFS;Domicile;M. Babatunde;Remp.;23;0.0;0.0;0.0;0;0
2019/20;2019-12-07;Phase de poules;Sundowns / AFS;Domicile;A. Tighazoui;Remp.;12;0.0;0.0;0.0;0;0
2019/20;2019-12-28;Phase de poules;Petro Luanda;Domicile;A. R. Tagnaouti;Tit.;90;-1.0;0.0;0.0;0;0
2019/20;2019-12-28;Phase de poules;Petro Luanda;Domicile;B. Gadarine;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2019-12-28;Phase de poules;Petro Luanda;Domicile;H. Asrir;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2019-12-28;Phase de poules;Petro Luanda;Domicile;M. Nahiri;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2019-12-28;Phase de poules;Petro Luanda;Domicile;A. Noussair;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2019-12-28;Phase de poules;Petro Luanda;Domicile;B. Nekkach;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2019-12-28;Phase de poules;Petro Luanda;Domicile;Y. Jabrane;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2019-12-28;Phase de poules;Petro Luanda;Domicile;I. Haddad;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2019-12-28;Phase de poules;Petro Luanda;Domicile;W. El Karti;Tit.;64;0.0;0.0;0.0;0;0
2019/20;2019-12-28;Phase de poules;Petro Luanda;Domicile;B. Aouk;Tit.;74;0.0;0.0;0.0;0;0
2019/20;2019-12-28;Phase de poules;Petro Luanda;Domicile;A. El Kaabi;Tit.;89;3.0;0.0;0.0;0;0
2019/20;2019-12-28;Phase de poules;Petro Luanda;Domicile;A. El Hassouni;Remp.;26;0.0;0.0;0.0;0;0
2019/20;2019-12-28;Phase de poules;Petro Luanda;Domicile;Z. El-Moutaraji;Remp.;16;0.0;0.0;0.0;0;0
2019/20;2019-12-28;Phase de poules;Petro Luanda;Domicile;A. Tighazoui;Remp.;1;0.0;0.0;0.0;0;0
2019/20;2020-01-11;Phase de poules;Petro Luanda;Extérieur;A. R. Tagnaouti;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2020-01-11;Phase de poules;Petro Luanda;Extérieur;B. Gadarine;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2020-01-11;Phase de poules;Petro Luanda;Extérieur;H. Asrir;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2020-01-11;Phase de poules;Petro Luanda;Extérieur;Y. Jabrane;Tit.;90;1.0;0.0;0.0;0;0
2019/20;2020-01-11;Phase de poules;Petro Luanda;Extérieur;A. El Amloud;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2020-01-11;Phase de poules;Petro Luanda;Extérieur;B. Nekkach;Tit.;45;0.0;1.0;0.0;0;0
2019/20;2020-01-11;Phase de poules;Petro Luanda;Extérieur;W. El Karti;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2020-01-11;Phase de poules;Petro Luanda;Extérieur;I. Haddad;Tit.;90;0.0;1.0;0.0;0;0
2019/20;2020-01-11;Phase de poules;Petro Luanda;Extérieur;B. Aouk;Tit.;69;0.0;0.0;0.0;0;0
2019/20;2020-01-11;Phase de poules;Petro Luanda;Extérieur;K. Kassenguo;Tit.;90;1.0;0.0;0.0;0;0
2019/20;2020-01-11;Phase de poules;Petro Luanda;Extérieur;A. El Hassouni;Tit.;83;0.0;1.0;0.0;0;0
2019/20;2020-01-11;Phase de poules;Petro Luanda;Extérieur;I. Najm Eddine;Remp.;45;0.0;0.0;0.0;0;0
2019/20;2020-01-11;Phase de poules;Petro Luanda;Extérieur;Z. El-Moutaraji;Remp.;21;0.0;0.0;0.0;0;0
2019/20;2020-01-11;Phase de poules;Petro Luanda;Extérieur;A. Tighazoui;Remp.;7;0.0;0.0;0.0;0;0
2019/20;2020-01-24;Phase de poules;USMA - Algérie;Domicile;A. R. Tagnaouti;Tit.;90;0.0;1.0;0.0;0;0
2019/20;2020-01-24;Phase de poules;USMA - Algérie;Domicile;B. Gadarine;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2020-01-24;Phase de poules;USMA - Algérie;Domicile;C.I. Comara;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2020-01-24;Phase de poules;USMA - Algérie;Domicile;H. Asrir;Tit.;87;0.0;0.0;0.0;0;0
2019/20;2020-01-24;Phase de poules;USMA - Algérie;Domicile;A. El Amloud;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2020-01-24;Phase de poules;USMA - Algérie;Domicile;Y. Jabrane;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2020-01-24;Phase de poules;USMA - Algérie;Domicile;B. Nekkach;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2020-01-24;Phase de poules;USMA - Algérie;Domicile;I. Haddad;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2020-01-24;Phase de poules;USMA - Algérie;Domicile;W. El Karti;Tit.;72;1.0;0.0;0.0;0;0
2019/20;2020-01-24;Phase de poules;USMA - Algérie;Domicile;B. Aouk;Tit.;90;1.0;0.0;0.0;0;0
2019/20;2020-01-24;Phase de poules;USMA - Algérie;Domicile;K. Kassenguo;Tit.;89;1.0;0.0;0.0;0;0
2019/20;2020-01-24;Phase de poules;USMA - Algérie;Domicile;A. El Hassouni;Remp.;18;0.0;0.0;0.0;0;0
2019/20;2020-01-24;Phase de poules;USMA - Algérie;Domicile;A. Rhili;Remp.;3;0.0;0.0;0.0;0;0
2019/20;2020-01-24;Phase de poules;USMA - Algérie;Domicile;G. J. Magbi;Remp.;1;0.0;0.0;0.0;0;0
2019/20;2020-02-01;Phase de poules;Sundowns / AFS;Extérieur;A. R. Tagnaouti;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2020-02-01;Phase de poules;Sundowns / AFS;Extérieur;B. Gadarine;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2020-02-01;Phase de poules;Sundowns / AFS;Extérieur;A. Rhili;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2020-02-01;Phase de poules;Sundowns / AFS;Extérieur;C.I. Comara;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2020-02-01;Phase de poules;Sundowns / AFS;Extérieur;A. El Amloud;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2020-02-01;Phase de poules;Sundowns / AFS;Extérieur;Y. Jabrane;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2020-02-01;Phase de poules;Sundowns / AFS;Extérieur;H. Asrir;Tit.;60;0.0;0.0;0.0;0;0
2019/20;2020-02-01;Phase de poules;Sundowns / AFS;Extérieur;Z. El-Moutaraji;Tit.;65;0.0;0.0;0.0;0;0
2019/20;2020-02-01;Phase de poules;Sundowns / AFS;Extérieur;W. El Karti;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2020-02-01;Phase de poules;Sundowns / AFS;Extérieur;A. El Hassouni;Tit.;76;0.0;0.0;0.0;0;0
2019/20;2020-02-01;Phase de poules;Sundowns / AFS;Extérieur;K. Kassenguo;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2020-02-01;Phase de poules;Sundowns / AFS;Extérieur;G. J. Magbi;Remp.;30;0.0;0.0;0.0;0;0
2019/20;2020-02-01;Phase de poules;Sundowns / AFS;Extérieur;H. El Bahja;Remp.;25;0.0;1.0;0.0;0;0
2019/20;2020-02-01;Phase de poules;Sundowns / AFS;Extérieur;A. Tighazoui;Remp.;14;0.0;0.0;0.0;0;0
2019/20;2020-02-29;Quart-finale;Etoile Sportive du Sahel - Tunisie;Domicile;A. R. Tagnaouti;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2020-02-29;Quart-finale;Etoile Sportive du Sahel - Tunisie;Domicile;Y. Attiatallah;Tit.;78;0.0;0.0;0.0;0;0
2019/20;2020-02-29;Quart-finale;Etoile Sportive du Sahel - Tunisie;Domicile;C.I. Comara;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2020-02-29;Quart-finale;Etoile Sportive du Sahel - Tunisie;Domicile;H. Asrir;Tit.;90;0.0;1.0;0.0;0;0
2019/20;2020-02-29;Quart-finale;Etoile Sportive du Sahel - Tunisie;Domicile;M. Nahiri;Tit.;90;2.0;0.0;0.0;0;0
2019/20;2020-02-29;Quart-finale;Etoile Sportive du Sahel - Tunisie;Domicile;B. Nekkach;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2020-02-29;Quart-finale;Etoile Sportive du Sahel - Tunisie;Domicile;Y. Jabrane;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2020-02-29;Quart-finale;Etoile Sportive du Sahel - Tunisie;Domicile;I. Haddad;Tit.;86;0.0;0.0;0.0;0;0
2019/20;2020-02-29;Quart-finale;Etoile Sportive du Sahel - Tunisie;Domicile;W. El Karti;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2020-02-29;Quart-finale;Etoile Sportive du Sahel - Tunisie;Domicile;B. Aouk;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2020-02-29;Quart-finale;Etoile Sportive du Sahel - Tunisie;Domicile;A. El Hassouni;Tit.;72;0.0;1.0;0.0;0;0
2019/20;2020-02-29;Quart-finale;Etoile Sportive du Sahel - Tunisie;Domicile;K. Kassenguo;Remp.;18;0.0;0.0;0.0;0;0
2019/20;2020-02-29;Quart-finale;Etoile Sportive du Sahel - Tunisie;Domicile;B. Gadarine;Remp.;12;0.0;0.0;0.0;0;0
2019/20;2020-02-29;Quart-finale;Etoile Sportive du Sahel - Tunisie;Domicile;A. El Amloud;Remp.;4;0.0;0.0;0.0;0;0
2019/20;2020-03-07;Quart-finale;Etoile Sportive du Sahel - Tunisie;Extérieur;A. R. Tagnaouti;Tit.;90;0.0;1.0;0.0;0;0
2019/20;2020-03-07;Quart-finale;Etoile Sportive du Sahel - Tunisie;Extérieur;M. Nahiri;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2020-03-07;Quart-finale;Etoile Sportive du Sahel - Tunisie;Extérieur;C.I. Comara;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2020-03-07;Quart-finale;Etoile Sportive du Sahel - Tunisie;Extérieur;H. Asrir;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2020-03-07;Quart-finale;Etoile Sportive du Sahel - Tunisie;Extérieur;A. Noussair;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2020-03-07;Quart-finale;Etoile Sportive du Sahel - Tunisie;Extérieur;B. Nekkach;Tit.;90;0.0;1.0;0.0;0;0
2019/20;2020-03-07;Quart-finale;Etoile Sportive du Sahel - Tunisie;Extérieur;Y. Jabrane;Tit.;90;0.0;1.0;0.0;0;0
2019/20;2020-03-07;Quart-finale;Etoile Sportive du Sahel - Tunisie;Extérieur;I. Haddad;Tit.;84;0.0;0.0;0.0;0;0
2019/20;2020-03-07;Quart-finale;Etoile Sportive du Sahel - Tunisie;Extérieur;W. El Karti;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2020-03-07;Quart-finale;Etoile Sportive du Sahel - Tunisie;Extérieur;B. Aouk;Tit.;87;0.0;0.0;0.0;0;0
2019/20;2020-03-07;Quart-finale;Etoile Sportive du Sahel - Tunisie;Extérieur;A. El Hassouni;Tit.;63;0.0;0.0;0.0;0;0
2019/20;2020-03-07;Quart-finale;Etoile Sportive du Sahel - Tunisie;Extérieur;B. Gadarine;Remp.;27;0.0;0.0;0.0;0;0
2019/20;2020-03-07;Quart-finale;Etoile Sportive du Sahel - Tunisie;Extérieur;A. El Amloud;Remp.;6;0.0;0.0;0.0;0;0
2019/20;2020-03-07;Quart-finale;Etoile Sportive du Sahel - Tunisie;Extérieur;A. Rhili;Remp.;3;0.0;0.0;0.0;0;0
2019/20;2020-10-17;Demi-finale;Al Ahly;Domicile;A. R. Tagnaouti;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2020-10-17;Demi-finale;Al Ahly;Domicile;A. Noussair;Tit.;77;0.0;0.0;0.0;0;0
2019/20;2020-10-17;Demi-finale;Al Ahly;Domicile;Y. Jabrane;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2020-10-17;Demi-finale;Al Ahly;Domicile;I. Najm Eddine;Tit.;90;0.0;1.0;0.0;0;0
2019/20;2020-10-17;Demi-finale;Al Ahly;Domicile;Y. Attiatallah;Tit.;50;0.0;1.0;0.0;0;0
2019/20;2020-10-17;Demi-finale;Al Ahly;Domicile;B. Aouk;Tit.;77;0.0;0.0;0.0;0;0
2019/20;2020-10-17;Demi-finale;Al Ahly;Domicile;B. Nekkach;Tit.;63;0.0;0.0;0.0;0;0
2019/20;2020-10-17;Demi-finale;Al Ahly;Domicile;A. El Hassouni;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2020-10-17;Demi-finale;Al Ahly;Domicile;I. Haddad;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2020-10-17;Demi-finale;Al Ahly;Domicile;W. El Karti;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2020-10-17;Demi-finale;Al Ahly;Domicile;G. J. Magbi;Tit.;63;0.0;0.0;0.0;0;0
2019/20;2020-10-17;Demi-finale;Al Ahly;Domicile;B. Gadarine;Remp.;40;0.0;0.0;0.0;0;0
2019/20;2020-10-17;Demi-finale;Al Ahly;Domicile;Z. El-Moutaraji;Remp.;27;0.0;0.0;0.0;0;0
2019/20;2020-10-17;Demi-finale;Al Ahly;Domicile;C.I. Comara;Remp.;27;0.0;0.0;0.0;0;0
2019/20;2020-10-17;Demi-finale;Al Ahly;Domicile;K. Kassenguo;Remp.;13;0.0;0.0;0.0;0;0
2019/20;2020-10-17;Demi-finale;Al Ahly;Domicile;H. Asrir;Remp.;13;0.0;0.0;0.0;0;0
2019/20;2020-10-23;Demi-finale;Al Ahly;Extérieur;A. R. Tagnaouti;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2020-10-23;Demi-finale;Al Ahly;Extérieur;Y. Attiatallah;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2020-10-23;Demi-finale;Al Ahly;Extérieur;I. Najm Eddine;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2020-10-23;Demi-finale;Al Ahly;Extérieur;C.I. Comara;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2020-10-23;Demi-finale;Al Ahly;Extérieur;A. Noussair;Tit.;57;0.0;0.0;0.0;0;0
2019/20;2020-10-23;Demi-finale;Al Ahly;Extérieur;W. El Karti;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2020-10-23;Demi-finale;Al Ahly;Extérieur;Y. Jabrane;Tit.;90;0.0;1.0;0.0;0;0
2019/20;2020-10-23;Demi-finale;Al Ahly;Extérieur;I. Haddad;Tit.;90;0.0;0.0;0.0;0;0
2019/20;2020-10-23;Demi-finale;Al Ahly;Extérieur;A. El Hassouni;Tit.;57;0.0;0.0;0.0;0;0
2019/20;2020-10-23;Demi-finale;Al Ahly;Extérieur;B. Aouk;Tit.;87;0.0;0.0;0.0;0;0
2019/20;2020-10-23;Demi-finale;Al Ahly;Extérieur;K. Kassenguo;Tit.;77;0.0;0.0;0.0;0;0
2019/20;2020-10-23;Demi-finale;Al Ahly;Extérieur;Z. El-Moutaraji;Remp.;33;1.0;0.0;0.0;0;0
2019/20;2020-10-23;Demi-finale;Al Ahly;Extérieur;H. Asrir;Remp.;33;0.0;0.0;0.0;0;0
2019/20;2020-10-23;Demi-finale;Al Ahly;Extérieur;G. J. Magbi;Remp.;33;0.0;0.0;0.0;0;0
2019/20;2020-10-23;Demi-finale;Al Ahly;Extérieur;B. Gadarine;Remp.;13;0.0;0.0;0.0;0;0
2022/23;2023-02-17;Phase de poules;JS Kabylie - Algérie;Extérieur;A. R. Tagnaouti;Tit.;90;0.0;0.0;0.0;0;0
2022/23;2023-02-17;Phase de poules;JS Kabylie - Algérie;Extérieur;Y. Attiatallah;Tit.;90;0.0;1.0;0.0;0;0
2022/23;2023-02-17;Phase de poules;JS Kabylie - Algérie;Extérieur;A. Zola;Tit.;90;0.0;0.0;0.0;0;0
2022/23;2023-02-17;Phase de poules;JS Kabylie - Algérie;Extérieur;A. Farhane;Tit.;90;0.0;0.0;0.0;0;0
2022/23;2023-02-17;Phase de poules;JS Kabylie - Algérie;Extérieur;A. El Amloud;Tit.;90;0.0;0.0;0.0;0;0
2022/23;2023-02-17;Phase de poules;JS Kabylie - Algérie;Extérieur;R. Jaadi;Tit.;26;0.0;0.0;0.0;0;0
2022/23;2023-02-17;Phase de poules;JS Kabylie - Algérie;Extérieur;Y. Jabrane;Tit.;90;0.0;0.0;0.0;0;0
2022/23;2023-02-17;Phase de poules;JS Kabylie - Algérie;Extérieur;J. Daoudi;Tit.;90;0.0;0.0;0.0;0;0
2022/23;2023-02-17;Phase de poules;JS Kabylie - Algérie;Extérieur;A. El Hassouni;Tit.;85;0.0;0.0;0.0;0;0
